2	1	68	6766.604218097552	6731.002882847021	35.60133525053032
2	4	22	2189.1954823256788	2159.3489960753036	29.84648625037528
4	3	68	6766.604218097552	6477.8316405736805	288.77257752387123
1	2	24	2388.213253446195	2320.000828706487	68.21242473970774
3	11	49	4875.935392452648	4794.257913126577	81.67747932607115
3	10	21	2089.6865967654207	1969.4375177701825	120.24907899523836
3	10	17	1691.651054524388	1617.768113404189	73.88294112019895
4	9	53	5273.970934693681	5098.012824455961	175.9581102377193
2	14	47	4676.917621332132	4658.329048624687	18.588572707444914
4	5	42	4179.3731935308415	4068.112394990555	111.26079854028639
3	1	38	3781.3376512898085	3639.770419200053	141.56723208975572
4	14	64	6368.56867585652	6239.887480032943	128.68119582357696
4	7	43	4278.8820790910995	4048.7626942387733	230.11938485232614
3	7	90	8955.799700423231	8551.876196605404	403.92350381782717
3	2	85	8458.25527262194	8412.254912922146	46.000359699793364
3	6	32	3184.28433792826	3031.9650166264246	152.31932130183523
4	1	17	1691.651054524388	1690.2208783278677	1.4301761965202888
5	3	59	5871.024248055229	5780.740225931294	90.28402212393505
5	9	85	8458.25527262194	7973.601748190961	484.65352443097856
3	5	99	9851.379670465554	9300.459093854257	550.9205766112977
4	7	83	8259.237501501424	8056.175104014453	203.06239748697152
3	5	31	3084.775452368002	3062.3693474780503	22.406104889951738
3	14	6	597.0533133615487	575.5292219431974	21.524091418351293
1	6	95	9453.344128224522	8905.604851073113	547.7392771514095
4	2	89	8856.290814862972	8852.514118562105	3.7766963008674845
5	6	83	8259.237501501424	8141.927959250112	117.30954225131202
4	6	67	6667.095332537294	6298.675783441835	368.4195490954592
4	5	54	5373.479820253939	5204.411927228887	169.06789302505163
4	9	35	3482.8109946090344	3352.8989554371037	129.91203917193081
4	3	72	7164.639760338585	6800.034279766135	364.6054805724502
5	2	3	298.52665668077435	292.38062389821073	6.146032782563607
5	12	71	7065.130874778327	6668.730346210936	396.40052856739123
1	4	9	895.5799700423231	863.6968387975879	31.883131244735186
1	13	84	8358.746387061683	7953.722056172151	405.02433088953245
4	7	58	5771.515362494971	5486.1530443458805	285.3623181490903
5	7	2	199.01777112051624	196.20970080729924	2.808070313217006
4	4	71	7065.130874778327	7003.908215988155	61.22265879017263
2	4	35	3482.8109946090344	3429.1660888021165	53.64490580691778
3	10	16	1592.14216896413	1549.1011093576396	43.04105960649025
1	1	87	8657.273043742456	8500.815616311995	156.45742743046125
2	13	41	4079.864307970583	3844.63725316548	235.227054805103
5	2	14	1393.1243978436137	1348.3084417520604	44.8159560915534
5	10	9	895.5799700423231	876.3403414700798	19.239628572243333
4	12	6	597.0533133615487	586.88054698232	10.172766379228676
2	3	51	5074.953163573165	4954.809780024017	120.14338354914803
5	6	11	1094.5977411628394	1070.0730852884312	24.524655874408097
1	5	23	2288.704367885937	2231.3288428827987	57.37552500313827
5	9	64	6368.56867585652	6140.468677338442	228.09999851807822
